A 马列主义、毛泽东思想、邓小平理论
				S219.6 手扶拖拉机
				S219.7 组合式拖拉机
				S219.8 专用拖拉机
					S219.81 水田拖拉机
					S219.82 沤田拖拉机（机耕船）
					S219.85 山地拖拉机
					S219.86 园艺拖拉机
					S219.89 其他
				S219.9 其他
		S22 农业机械及农具
			S220 一般性问题
				S220.1 理论
				S220.2 设计、计算、制图
				S220.3 结构、零部件
					S220.31 传动系统
					S220.32 行走系统
					S220.33 挂接装置
					S220.34 通用机架
					S220.39 其他
				S220.4 材料
				S220.5 制造用设备、仪器
				S220.6 制造工艺
				S220.7 安装、运行与维修
				S220.8 工厂、车间
			S221 手工农具、改良农具
			S222 耕耘机具
				S222.1 犁
					S222.11 畜力犁
					S222.12 机力犁
					S222.19 其他犁
				S222.2 表土耕作机械
					S222.21 耙
					S222.22 耢和拖板
					S222.23 镇压器
					S222.29 其他
				S222.3 旋转耕耘机械
				S222.4 耕耘联合作业机械
				S222.5 农田基本建设机具
			S223 种植机械
				S223.1 种植前准备机械
				S223.2 播种机
				S223.5 地膜机械
				S223.9 栽植机
					S223.91 水稻插秧机
					S223.92 小苗带土移栽机
					S223.93 薯类作物栽植机
					S223.94 特种栽植机
					S223.95 分蘖与压条机
					S223.99 其他
			S224 田间管理机械
				S224.1 中耕除草、培土机械
				S224.2 肥料机械
					S224.21 液体肥料、粉末颗粒肥料施肥机具
					S224.22 厩肥、堆肥装载机，施肥机
					S224.23 肥料加工机械
					S224.25 积肥机械
					S224.29 其他
				S224.4 田间管理联合作业机
				S224.5 间苗机
				S224.9 其他
			S225 收获机械
				S225.1 简易收获机具
				S225.2 分段收获机
				S225.3 谷物、小麦联合收获机（康拜因）
					S225.31 自走式联合收获机
					S225.32 牵引式联合收获机
					S225.33 悬挂式联合收获机
					S225.39 其他
				S225.4 水稻收获机
				S225.5 高杆作物收获机
				S225.6 豆类作物收获机
				S225.7 块根作物收获机
				S225.91 纤维作物收获机
				S225.92 蔬菜收获机
				S225.93 树产物收获机
				S225.99 其他
			S226 农产品初步加工机具
				S226.1 脱粒机具
				S226.4 剥皮机
				S226.5 清选、分级机具
				S226.6 烘干机械与设备
				S226.7 纤维作物加工机
				S226.8 切片、切丝、刨丝机
				S226.9 其他
			S229 农业运输、装卸机具，贮藏设备
		S23 农业机械化
			S23-0 农业机械化的理论与方法论
				S23-01 农业机械化方针政策
			S231 农业机械化区划与规划
			S232 农业机械与拖拉机运用
				S232.3 农业机械化系统
				S232.4 机务管理
				S232.5 农业机械机组运用
				S232.6 油料的供应与保管
				S232.7 操纵技术
				S232.8 修理工艺和设备
				S232.9 农业机械化推广
			S233 农业生产作业机械化工艺组织
				S233.1 土壤耕作作业机械化
				S233.2 种植作业机械化
				S233.3 田间管理作业机械化
				S233.4 收获作业机械化
				S233.5 农副产品加工机械化
				S233.71 水稻生产机械化
				S233.72 小麦生产机械化
				S233.73 其他粮食作物生产机械化
				S233.74 园艺作物生产机械化
				S233.75 经济作物生产机械化
				S233.9 其他
			S237 农用仪器、仪表及设备
			S238 农业工业化
		S24 农业电气化与自动化
		S25 农业航空
			S251 农用飞机及其设备
			S252 飞机在农业上的应用
		S26 农业建筑
		S27 农田水利
			S271 农业水文学
			S273 水源
				S273.1 地面水的利用
				S273.2 河水
					S273.29 地方径流
				S273.3 湖水
				S273.4 地下水的利用
				S273.5 城镇工业污水的利用
			S274 灌溉制度与管理
				S274.1 灌溉制度
				S274.2 灌溉系统
				S274.3 灌溉管理
				S274.4 灌溉用水的测量与统计
				S274.5 灌溉设备的清理
				S274.6 灌溉地的养护
			S275 灌溉技术
				S275.1 提水灌溉
				S275.2 自流灌溉
				S275.3 地面灌
				S275.4 地下灌
				S275.5 微喷与喷灌
				S275.6 滴灌
				S275.7 放淤
				S275.8 间歇灌
				S275.9 其他
			S276 排水
				S276.1 排水理论
				S276.3 排水系统
				S276.5 排水网管理（防涝）
				S276.7 排水方式
			S277 排灌工程
				S277.1 排灌站
				S277.2 农业凿井
				S277.3 山地排灌工程
				S277.4 圩垸与围垦工程
				S277.5 地下排灌
				S277.7 农牧区给水和水利工程
				S277.9 排灌机械与设备
			S278 水利改良土壤措施
			S279 各国农田水利
				S279.1 世界
				S279.2 中国
		S28 农田基本建设、农垦
			S281 平整土地
			S282 旱地、水田
			S283 草地
			S284 丘陵地、山地
			S285 森林地
			S286 池沼地
			S287 盐碱地
			S288 沙地、沙漠地
			S289 其他
		S29 农业工程勘测、土地测量
	S3 农学（农艺学）
		S3-3 农学的研究方法
			S3-33 丰产试验（经验）、农业技术推广
		S31 作物生物学原理、栽培技术与方法
			S311 作物生理学
			S312 作物生物化学
			S313 作物生物物理学
			S314 作物生态学
			S315 作物分布、作物地理学
			S316 保护地栽培
			S317 无土栽培
			S318 其他栽培技术与方法
		S32 作物品种与种质资源（品种资源）
			S321 品种的起源与演变
			S322 引种和驯化
				S322.1 本国品种区域性引进、鉴定及推广
				S322.2 外国品种的引种
				S322.3 野生植物的驯化栽培
				S322.4 自然驯化（归化）
				S322.5 风土驯化（气候驯化）
			S323 品种的分类
			S324 种质资源（品种资源）的调查、收集
			S325 品种的整理与保存
				S325.1 室内保存
				S325.2 田间保存
			S326 种质资源（品种资源）的开发与利用
			S329 品种志、品种目录
		S33 作物遗传育种与良种繁育
			S330 作物遗传育种
				S330.2 种子生理、生化
				S330.3 种子生态
			S331 优良品质的育种
			S332 抗逆品种的育种
				S332.1 作物抗逆性鉴定
				S332.2 抗病性育种
				S332.3 抗虫性育种
				S332.4 抗旱、抗涝性育种
				S332.5 抗寒、抗热性育种
				S332.6 抗盐碱性育种
				S332.7 抗倒伏性育种
				S332.9 其他
			S333 选种、选择育种
				S333.1 种子地（留种田）
				S333.2 田间选
				S333.3 场选、室内选
				S333.4 穗部处理
				S333.5 清选和分级
				S333.6 选择育种法
			S334 杂交育种
				S334.1 无性杂交育种
				S334.2 有性杂交育种
				S334.3 远缘杂交
				S334.4 远距离杂交
				S334.5 杂种优势利用
			S335 引变（诱变）和突变育种
				S335.1 多倍体理论及多倍体育种
				S335.2 物理引变（诱变）
				S335.3 化学引变（诱变）
				S335.4 单倍体育种
			S336 生物技术育种方法
			S337 综合育种方法
			S338 品种试验和鉴定
			S339 良种繁育
				S339.1 繁育制度
				S339.2 种子的组织管理
				S339.3 种子检验与贮藏
				S339.4 繁育技术
				S339.5 品种的提纯和变性
		S34 耕作学与有机农业
			S341 一般耕作技术
				S341.1 耕地
				S341.2 整地
				S341.3 耙地
				S341.4 镇压
				S341.7 开沟
				S341.9 其他
			S342 不同自然地带耕作法
				S342.1 干旱地区
				S342.2 潮湿地区
				S342.3 草原地区
				S342.4 山地
				S342.5 热带、亚热带、温带、寒带地区
			S343 各类型地的耕作法
				S343.1 旱田
				S343.2 水田
				S343.3 梯田、坡地
				S343.4 盐碱地
				S343.9 其他
			S344 耕作的制度和方式
				S344-0 理论与方法论
					S344-09 原始耕作制
				S344.1 轮作制
					S344.11 休闲轮作制
					S344.12 半休闲轮作制
					S344.13 大田作物轮作制
					S344.14 饲料作物轮作制
					S344.15 粮菜轮作制
					S344.16 草（绿肥）田轮作制
					S344.17 水旱轮作制
					S344.18 中耕田轮作制
					S344.19 其他
				S344.2 间作
				S344.3 套作、复种
				S344.4 连作
				S344.5 单作
				S344.6 茬口分析
				S344.9 其他
			S345 有机农业
		S35 播种、栽植
			S351 播种材料的处理
				S351.1 种子处理
				S351.2 种子消毒
				S351.3 种子肥育
				S351.5 催芽
			S352 播种
				S352.1 播种期
				S352.2 播种量
				S352.3 播种密度
				S352.4 播种深度
				S352.5 播种法
			S353 阶段发育
			S359 栽植法
				S359.1 合理密植
				S359.2 移植
				S359.3 定植
				S359.9 其他栽植法
		S36 田间管理
			S363 作物生育期的管理
			S365 中耕、除草、培土、水肥管理
			S369 后期管理
		S37 农产品收获、加工及贮藏
			S371 成熟
			S372 收获、打谷、脱粒
			S375 干燥、清除、选择、分级
			S377 加工、包装、运输
			S379 贮藏
				S379.1 贮藏前检验及准备
				S379.2 贮藏法
				S379.3 仓库设备及管理
				S379.5 防潮、防霉处理，防虫、防鼠、防火
				S379.7 产品的变质处理
				S379.9 其他
		S38 农产品的综合利用
		S39 农产副业技术
	S4 植物保护
		S40 动植物检疫
		S41 植物检疫
			S41-3 各种植物检疫
				S41-30 植物病害、虫害及杂草检疫
				S41-31 种子检疫
				S41-32 种苗、苗木检疫
				S41-33 果实检疫
				S41-35 传带物、运输工具检疫
				S41-39 其他
			S41-6 植物检疫参考工具书
				S41-64 检疫对象图谱
			S411 国际植物检疫
				S411-2 国际植物检疫机构、团体、会议
					S411-27 国际植物检疫会议
			S412 中国植物检疫
		S42 气象灾害及其防治
			S422 水灾
			S423 旱灾
			S424 风灾
			S425 霜冻
			S426 寒潮
			S427 冰雹、雪害
			S428 暖害
			S429 其他灾害
		S43 病虫害及其防治
			S431 植物病虫害的预测预报
				S431.1 短期预测预报
					S431.11 禾谷类作物
					S431.12 豆类作物
					S431.13 薯类作物
					S431.14 饲料作物、牧草
					S431.15 绿肥作物
					S431.16 经济作物
					S431.18 野生植物
					S431.191 热带、亚热带作物
					S431.192 园艺作物
				S431.2 中长期预测预报
				S431.3 统计预测
				S431.7 预测预报仪器和设备
				S431.9 新技术在预测预报中的应用
			S432 植物病害及其防治
				S432.1 植物病理学
				S432.2 植物免疫学
				S432.3 非侵（传）染性病害
				S432.4 侵（传）染性病害
				S432.6 寄生性植物所致病害
				S432.9 植物器官病害
			S433 植物虫害及其防治
				S433.1 植物抗虫性
				S433.2 直翅目害虫
				S433.3 半翅目害虫
				S433.4 鳞翅目害虫
				S433.5 鞘翅目害虫
				S433.7 蜱螨目害虫
				S433.8 地下害虫
					S433.89 其他害虫
				S433.9 植物器官虫害
			S435 农作物病虫害及其防治
				S435.1 禾谷类作物病虫害
					S435.11 稻病虫害
					S435.12 麦类病虫害
					S435.13 玉米病虫害
					S435.14 高粱病虫害
					S435.15 粟（谷子）病虫害
					S435.16 黍稷（糜子、稷子、黍子）病虫害
					S435.17 荞麦病虫害
					S435.19 其他禾谷类作物病虫害
				S435.2 豆类作物病虫害
					S435.21 小豆（赤豆）病虫害
					S435.22 绿豆病虫害
					S435.23 蚕豆病虫害
					S435.24 豌豆病虫害
					S435.29 其他
				S435.3 薯类作物病虫害
					S435.31 甘薯病虫害
					S435.32 马铃薯（土豆）病虫害
					S435.33 木薯（树薯）病虫害
					S435.39 其他薯类作物病虫害
				S435.4 饲料作物、牧草病虫害
				S435.5 绿肥作物病虫害
				S435.6 经济作物病虫害
					S435.61 纤维作物病虫害
					S435.65 油料作物病虫害
					S435.66 糖料作物病虫害
					S435.67 药用作物病虫害
			S436 园艺作物病虫害及其防治
				S436.3 蔬菜病虫害
					S436.31 根菜类病虫害
					S436.32 薯芋类病虫害
					S436.33 葱蒜类病虫害
					S436.34 白菜类病虫害
					S436.35 甘蓝类病虫害
					S436.36 绿叶菜类病虫害
				S436.5 瓜果病虫害
				S436.6 果树病虫害
					S436.61 仁果类病虫害
					S436.62 核果类病虫害
					S436.63 浆果类病虫害
					S436.64 坚果类病虫害
					S436.65 杂果类病虫害
					S436.66 柑桔类病虫害
					S436.67 热带及亚热带果类病虫害
					S436.68 多年生草本果类病虫害
				S436.8 观赏园艺类病虫害
		S44 鸟兽害及其防治
			S441 鸟害
				S441.1 麻雀
				S441.2 文鸟
				S441.3 乌鸦
				S441.9 其他
			S442 兽害
				S442.1 黑熊
				S442.2 野兔
				S442.3 野猪
				S442.9 其他
			S443 鼠害
				S443.1 松鼠科
				S443.2 鼯鼠科
				S443.3 仓鼠科
				S443.4 竹鼠科
				S443.5 鼠科
				S443.6 跳鼠科
				S443.7 豪猪科
				S443.9 其他
		S45 有害植物及其清除
			S451 杂草
				S451.0 杂草分类
				S451.1 杂草防治理论与方法
				S451.2 化学除草
					S451.21 水田化学除草
					S451.22 旱田作物化学除草
					S451.23 草场杂草及化学除草
					S451.24 园艺作物田间化学除草
			S452 毒草
			S453 寄生植物
			S459 其他有害植物
		S46 其他灾害及其防治
		S47 各种防治方法
			S471 综合防治
			S472 土壤消毒
			S474 农业技术防治
			S475 人工防治
			S476 生物防治
			S477 物理、机械防治
		S48 农药防治（化学防治）
			S481 植物化学保护理论
			S482 各种农药
				S482.1 土农药（天然农药）
				S482.2 杀菌剂
				S482.3 杀虫剂
				S482.4 除草剂（杀草剂）
				S482.5 杀螨剂、杀鼠剂、杀其他生物剂
				S482.6 熏蒸剂
				S482.8 植物生长调节剂
				S482.91 增效剂
				S482.92 助剂
				S482.99 其他用途药剂
		S49 植物保护机械
			S491 喷雾器、弥雾器、烟雾器
			S492 喷粉机（洒粉器）
			S493 喷雾喷粉联合器
			S495 熏烟器
			S497 土壤消毒器
			S498 用火焰消灭病虫害和杂草的机械
			S499 其他
	S5 农作物
		S5-3 理论与研究方法
			S5-33 丰产实验（经验）、技术推广
		S51 禾谷类作物
			S511 稻
				S511.2 按米的粘性分
				S511.3 按成熟时期早迟分
				S511.4 按栽培制度分
				S511.5 深水稻
				S511.6 陆稻（旱稻）
				S511.9 野生稻
			S512 麦
				S512.1 小麦
				S512.3 大麦
				S512.4 小黑麦
				S512.5 黑麦
				S512.6 燕麦
				S512.9 其他
			S513 玉米（玉蜀黍）
			S514 高粱
			S515 粟（谷子、小米）
			S516 黍、稷（糜子、黍子、粘糜子）
			S517 荞麦
			S519 其他
		S52 豆类作物
			S521 小豆（赤豆）
			S522 绿豆
			S529 其他
		S53 薯类作物
			S531 甘薯（红薯）
			S532 马铃薯（土豆）
			S533 木薯（树薯）
			S539 其他
		S54 饲料作物、牧草
			S541 多年生豆科牧草
			S542 一年生豆科牧草
			S543 多年生禾本科牧草
			S544 一年生禾本科牧草
			S545 杂草类
			S546 饲用根类作物
			S547 饲用瓜类作物
			S548 其他饲料作物
		S55 绿肥作物
			S551 豆科绿肥
			S553 非豆科绿肥
			S555 水生绿肥
		S56 经济作物
			S561 纤维作物
			S565 油料作物
				S565.1 大豆
				S565.2 花生
				S565.3 芝麻（脂麻）
				S565.4 油菜籽（芸薹）
				S565.5 向日葵
				S565.6 蓖麻
				S565.7 油橄榄
				S565.8 荏（白苏）
				S565.9 其他
			S566 糖料作物
				S566.1 甘蔗
				S566.3 甜菜（甜萝卜）
				S566.5 芦粟（糖高粱）
				S566.6 糖槭树
				S566.7 糖棕榈
				S566.9 其他
			S567 药用作物
				S567.1 木本
				S567.2 草本
					S567.21 一年生
					S567.23 多年生
				S567.3 菌类
				S567.5 喜阴药物
				S567.7 喜温药物
				S567.9 其他药用作物
		S57 野生植物
		S58 野生植物
		S59 热带、亚热带作物
	S6 园艺
		S6-0 园艺理论与研究方法
			S6-06 米丘林的园艺学说
		S6-3 园艺研究方法与工作方法
			S6-33 丰产试验（经验）、技术推广
		S60 一般性问题
			S601 生物学原理
				S601.9 地理分布和区划
			S602 品种与种质资源（品种资源）
				S602.1 起源与演变
				S602.2 引种和驯化
				S602.3 品种分类
				S602.4 种质资源（品种资源）
				S602.9 品种志、品种目录
			S603 遗传育种与良种繁育
				S603.2 遗传育种
				S603.3 优良品种的育种
				S603.4 抗逆品种的育种
				S603.6 育种方法、技术
				S603.7 品种试验和鉴定
				S603.8 良种繁育
			S604 播种、栽植、育苗
			S605 园艺管理
			S606 土壤、施肥
			S607 灌溉、排水
			S609 收获、初加工、贮藏
				S609.9 综合利用
		S61 苗圃学
